Subcategory,ITEM_DESC,SOURCE,ITEM,Subcategory2
Jet Fuel,Interest Charge on Inv No. 847468-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[880046972],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847468-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[880047003],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847468-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[880047005],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847469-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[880039471],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847469-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[880039476],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847469-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[880039477],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847469-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[880039478],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847528-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[880052788],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847528-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[880052789],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847528-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[880052814],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847528-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[880052815],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847627-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[880048150],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847627-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[880048152],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847627-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[880048154],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847979-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881142628],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847985-21701[Receipt No. 19123000605723] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881284498],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847985-21701[Receipt No. 19123000605723] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881284503],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847985-21701[Receipt No. 19123000605723] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881284504],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847985-21701[Receipt No. 19123000605723] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881284507],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847995-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881287972],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847995-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881287976],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847995-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881287978],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 847995-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881287980],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 848005-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881288479],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 848005-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881288481],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 848005-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881288482],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 848006-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881288492],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 848006-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881288494],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 848006-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881288496],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849378-21701[Receipt No. 3403571231] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881476067],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849378-21701[Receipt No. 3403571231] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881476069],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849378-21701[Receipt No. 3403571231] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881480867],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849450-21701[Receipt No. 22016068346335] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881647483],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849450-21701[Receipt No. 22016068346335] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881647486],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849756-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881945968],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849756-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881945970],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849756-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881945976],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849757-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881946101],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849757-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881946102],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849757-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881946103],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849758-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881939446],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849758-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881939447],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849758-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[881945576],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849982-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882373245],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849982-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882373246],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849982-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882373247],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849982-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882373248],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849988-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882373493],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849988-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882373494],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849988-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882373495],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 849988-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882373496],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850025-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882440635],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850025-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882440636],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850025-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882440637],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850025-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882440638],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850351-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882575667],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850351-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882575668],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850351-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882575669],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850352-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882576458],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850352-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882576459],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850352-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882576460],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850353-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882576571],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850353-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882576572],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850353-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882576573],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850705-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882897453],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850705-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882904562],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850705-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882904592],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850705-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882904596],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850706-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882904494],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850706-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882904498],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850706-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882904502],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850706-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882904555],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850710-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882901449],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850710-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882901491],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850710-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882901493],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850734-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882903933],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850734-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882903936],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850734-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882903941],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850734-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882903944],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850735-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882903890],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850735-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882903894],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850735-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882903897],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850735-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882903899],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850737-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882906155],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850737-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882906159],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850737-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882906162],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850739-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882902343],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850739-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882902346],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850739-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882902349],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850740-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882905052],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850740-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882913444],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850740-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882913445],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850740-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882913447],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850741-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882913410],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850741-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882913412],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850741-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882913414],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850742-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882905034],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850742-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882905038],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850742-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882905040],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850742-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882905045],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850744-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882912244],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850744-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882912247],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850744-21701[Receipt No. 242151022020] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882912250],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850750-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882913971],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850750-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882913973],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850750-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882913975],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850757-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882908422],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850757-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882908426],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 850757-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[882908430],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 851599-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[883602566],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 851599-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[883602568],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 851599-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[883602569],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 851599-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[883602593],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 851762-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884016819],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 851762-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884016820],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 851762-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884016821],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 851762-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884016822],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853127-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884320746],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853127-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884320748],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853127-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884320750],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853129-21701[Receipt No. 21140390379291] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884331006],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853144-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884331025],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853144-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884331026],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853144-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884331028],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853144-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884331029],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853146-21701[Receipt No. 20011000584954] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884345820],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853172-21701[Receipt No. AVAMEX18294] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884331826],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853173-21701[Receipt No. 20011000584954] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884345123],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853177-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884325379],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853177-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884325381],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853177-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884325383],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853231-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884674238],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853231-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884674241],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853231-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884674242],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853231-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884674244],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853330-21701[Receipt No. AVAMEX18403] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884874223],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853343-21701[Receipt No. 20011700691061] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884877414],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853416-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884871481],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853416-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884871482],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853416-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884871483],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853416-21701[Receipt No. 009858600108] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884871484],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853483-21701[Receipt No. AVAMEX18403] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884874200],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853484-21701[Receipt No. AVAMEX18403] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884874198],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853485-21701[Receipt No. AVAMEX18403] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[884872737],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853503-21701[Receipt No. AVAMEX18403] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[885028983],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853504-21701[Receipt No. AVAMEX18403] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[885029071],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853505-21701[Receipt No. AVAMEX18403] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[885029036],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853506-21701[Receipt No. AVAMEX18403] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[885028337],Contract,TAXADJ-IVA,
Jet Fuel,Interest Charge on Inv No. 853507-21701[Receipt No. AVAMEX18403] MEXICAN IVA TAX - 16% @ 16.000% Ref. Line ID-[885029028],Contract,TAXADJ-IVA,
