Subcategory,ITEM_DESC,SOURCE,ITEM,Subcategory2
Flight Plans,*AIRCRAFT SERVICES-SECURITY & LIGHTING,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-SECURITY/LIGHTING,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-SHIPPING CHARGES,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-SPECIAL PRINTING,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-SUNDAY SURCHARGE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-SURCHARGE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-TASP,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-TECHNICAL,Services,7AS,
Flight Plans,*AIRCRAFT SERVICES-TECHNICAL ASSISTANCE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-TIE DOWN,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-TUG CAR/MANPOWER SUPPORT FEE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-WASHING UP,Services,2AS,
Flight Plans,*COMMUNICATION-FLIGHT PLAN FILING,Services,2CO,
Flight Plans,*COMMUNICATION-SLOT COMMUNICATION,Services,2CO,
Flight Plans,*COORDINATION FEE-SLOT AND COORDINATION,Services,2GR,
Flight Plans,*COORDINATION FEE-SLOT AND COORDINATION CHARGE,Services,2GR,
Flight Plans,*DEPARTURE FEES-DEPARTURE / NAVIGATION FEE,Services,2DEPFEE,
Flight Plans,*FLIGHT PLAN FILING-& WEATHER,Services,2FPFC,
Flight Plans,*FLIGHT PLAN FILING-& WEATHER,Services,2FPFC,
Flight Plans,*FLIGHT PLAN FILING-ATC FPL & DISPATCH,Services,2FPFC,
Flight Plans,*FLIGHT PLAN FILING-ATC FPL/DISPATCH,Services,2FPFC,
Flight Plans,*FLIGHT PLAN FILING-DELIVERY OF DOCUMENTS,Services,2FPFC,
Flight Plans,*FLIGHT PLAN-ADHOC-FLIGHT PLANNING FILING,Services,2FPAD,
Flight Plans,*FLIGHT PLANNING & WEATHER-TAFS,Services,7FPW,
Flight Plans,*FULL FLIGHT PLAN-FLIGHT PLANNING FILING,Services,2FFP,
Flight Plans,*LANDING FEES-& NAVIGATION,Services,2LA,
Flight Plans,*LANDING FEES-& NAVIGATION,Services,2LA,
Flight Plans,*LANDING FEES-& NAVIGATION FEES,Services,2LA,
Flight Plans,*LANDING FEES-& NAVIGATION FEES,Services,2LA,
Flight Plans,*LANDING FEES-/ NAVIGATIONAL,Services,2LA,
Flight Plans,*LANDING FEES-AIR TRAFFIC CONTROL / NAVIGATION,Services,2LA,
Flight Plans,*LANDING FEES-LANDING & NAVIGATION,Services,2LA,
Flight Plans,*LANDING FEES-LANDING / NAVIGATION FEE,Services,2LA,
Flight Plans,*LANDING FEES-LANDING ? AIR TRAFFIC CONTROL / NAVIGATION,Services,2LA,
Flight Plans,"*LANDING FEES-LANDING, AIR TRAFFIC CONTROL, NAVIGATION",Services,2LA,
Flight Plans,"*LANDING FEES-LANDING, AIR TRAFFIC, NAVIGATION",Services,2LA,
Flight Plans,"*LANDING FEES-LANDING, ATC, NAVIGATION",Services,2LA,
Flight Plans,"*LANDING FEES-LANDING, ATC, NAVIGATION ",Services,2LA,
Flight Plans,"*LANDING FEES-LANDING. ATC, NAVIGATION",Services,2LA,
Flight Plans,*LANDING FEES-LANDING/ATC & NAVIGATION,Services,2LA,
Flight Plans,*LANDING FEES-LANDING/ATC & NAVIGATION FEES,Services,2LA,
Flight Plans,*LANDING FEES-NAVIGATIONAL FEES,Services,2LA,
Flight Plans,*NAVIGATION FEES-AERONAVIGATION FEES CORPAC,Services,2NF,
Flight Plans,*NAVIGATION FEES-AERONAVIGATION-CORPAC,Services,2NF,
Flight Plans,*NAVIGATION FEES-AIR SERVICES,Services,2NF,
Flight Plans,*NAVIGATION FEES-AIRPORT,Services,7NF,
Flight Plans,*NAVIGATION FEES-ALBANIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-ALGER,Services,2NF,
Flight Plans,*NAVIGATION FEES-ALGERIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-ALGERIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-ANFC FEES,Services,2NF,
Flight Plans,*NAVIGATION FEES-ARRIVAL,Services,2NF,
Flight Plans,*NAVIGATION FEES-ARRIVAL/DEPARTURE,Services,2NF,
Flight Plans,*NAVIGATION FEES-ATC,Services,2NF,
Flight Plans,*NAVIGATION FEES-ATLANTIQUE NORD,Services,2NF,
Flight Plans,*NAVIGATION FEES-ATLANTIQUE NORQ,Services,2NF,
Flight Plans,*NAVIGATION FEES-AUSTRALIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-BAHRAIN,Services,7NF,
Flight Plans,*NAVIGATION FEES-BANGLADESH,Services,2NF,
Flight Plans,*NAVIGATION FEES-BELARUS,Services,2NF,
Flight Plans,*NAVIGATION FEES-BOLIVA,Services,2NF,
Flight Plans,*NAVIGATION FEES-BOLIVIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-BOTSWANA,Services,2NF,
Flight Plans,*NAVIGATION FEES-CAAP PROCESSING FEE,Services,2NF,
Flight Plans,*NAVIGATION FEES-CANADA,Services,7NF,
Flight Plans,*NAVIGATION FEES-CENAMER,Services,2NF,
Flight Plans,*NAVIGATION FEES-CENEMAR,Services,2NF,
Flight Plans,*NAVIGATION FEES-CENTRAL ROUTE CHAEGES,Services,2NF,
Flight Plans,*NAVIGATION FEES-CENTRAL ROUTE CHARGE,Services,2NF,
Flight Plans,*NAVIGATION FEES-CENTRAL ROUTE CHARGES,Services,2NF,
Flight Plans,*NAVIGATION FEES-CENTRAL ROUTE CHARGES,Services,2NF,
Flight Plans,*NAVIGATION FEES-CHINA,Services,2NF,
Flight Plans,*NAVIGATION FEES-COLOMBIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-COLOMBIA OVERFLIGHT,Services,2NF,
Flight Plans,*NAVIGATION FEES-CONGO,Services,2NF,
Flight Plans,*NAVIGATION FEES-CONTROL TERMINAL,Services,2NF,
Flight Plans,*NAVIGATION FEES-CONTROL TERMINAL/NAV,Services,2NF,
Flight Plans,*NAVIGATION FEES-CUBA,Services,2NF,
Flight Plans,*NAVIGATION FEES-D.G.A.C,Services,2NF,
Flight Plans,*NAVIGATION FEES-D.G.A.C FEE,Services,2NF,
Flight Plans,*NAVIGATION FEES-D.G.A.C FEE,Services,2NF,
Flight Plans,*NAVIGATION FEES-D.G.A.C FEES,Services,2NF,
Flight Plans,*NAVIGATION FEES-D.G.A.C.,Services,2NF,
Flight Plans,*NAVIGATION FEES-D.G.A.C.,Services,2NF,
Flight Plans,*NAVIGATION FEES-D.G.A.C. FEE,Services,2NF,
Flight Plans,*NAVIGATION FEES-DENAMRK/ICELAND,Services,2NF,
Flight Plans,*NAVIGATION FEES-DEPARTURE,Services,2NF,
Flight Plans,*NAVIGATION FEES-DEPARTURE / SAUDI ARABIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-DFS,Services,2NF,
Flight Plans,*NAVIGATION FEES-DFS-GERMANY,Services,2NF,
Flight Plans,*NAVIGATION FEES-DFS-GERMANY,Services,2NF,
Flight Plans,*NAVIGATION FEES-DGAC,Services,2NF,
Flight Plans,*NAVIGATION FEES-DGAC FEE,Services,2NF,
Flight Plans,*NAVIGATION FEES-DUTCH CARIBBEAN,Services,2NF,
Flight Plans,*NAVIGATION FEES-DUTCH CARIBBEAN,Services,2NF,
Flight Plans,*NAVIGATION FEES-DUTCH CARIBBEAN AIR NAVIGATION SERVICE,Services,2NF,
Flight Plans,*NAVIGATION FEES-DUTCH CARIBBEAN AIR NAVIGATION SERVICES,Services,2NF,
Flight Plans,*NAVIGATION FEES-EU CENTRAL,Services,7NF,
Flight Plans,*NAVIGATION FEES-EU CENTRL,Services,7NF,
Flight Plans,*NAVIGATION FEES-EXETER AIRPORT / RNAN  APPROACH TEST,Services,2NF,
Flight Plans,*NAVIGATION FEES-FIJI,Services,2NF,
Flight Plans,*NAVIGATION FEES-GACA AIR-SAUDI ARABIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-GACA NAVIGATIONAL -ARRIVAL,Services,2NF,
Flight Plans,*NAVIGATION FEES-GERMANY,Services,2NF,
Flight Plans,*NAVIGATION FEES-GREECE,Services,2NF,
Flight Plans,*NAVIGATION FEES-HONG KONG,Services,2NF,
Flight Plans,*NAVIGATION FEES-HONG KONG,Services,2NF,
Flight Plans,*NAVIGATION FEES-HUNGARY,Services,2NF,
Flight Plans,*NAVIGATION FEES-INBOUND,Services,7NF,
Flight Plans,*NAVIGATION FEES-INDIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-INDONESIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-IRAN,Services,2NF,
Flight Plans,*NAVIGATION FEES-IRELAND,Services,2NF,
Flight Plans,*NAVIGATION FEES-ITALY,Services,2NF,
Flight Plans,*NAVIGATION FEES-JAMAICA,Services,2NF,
Flight Plans,*NAVIGATION FEES-JAMAICA-SAEZ-KIAD,Services,2NF,
Flight Plans,*NAVIGATION FEES-JAPAN,Services,2NF,
Flight Plans,*NAVIGATION FEES-JAPAN,Services,2NF,
Flight Plans,*NAVIGATION FEES-KAZAKHSTAN,Services,2NF,
Flight Plans,*NAVIGATION FEES-KENYA,Services,2NF,
Flight Plans,*NAVIGATION FEES-LANDING/DEPARTURE,Services,2NF,
Flight Plans,*NAVIGATION FEES-LAO PEOPLE'S DEMOCRATIC REPUBLIC,Services,2NF,
Flight Plans,*NAVIGATION FEES-LAO PEOPLES DEMOCRATIC,Services,2NF,
Flight Plans,*NAVIGATION FEES-LAO PEOPLES DEMOCRATIC REPUBLIC,Services,2NF,
Flight Plans,*NAVIGATION FEES-LAOS PEOPLE'S REPUBLIC,Services,2NF,
Flight Plans,*NAVIGATION FEES-LAOS PEOPLES REPUBLIC,Services,2NF,
Flight Plans,*NAVIGATION FEES-LIBERIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-MALAYSIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-MALTA,Services,2NF,
Flight Plans,*NAVIGATION FEES-MAURITIUS,Services,2NF,
Flight Plans,*NAVIGATION FEES-MEXICO,Services,2NF,
Flight Plans,*NAVIGATION FEES-MONGOLIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-MONGOLIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-MOROCCO,Services,2NF,
Flight Plans,*NAVIGATION FEES-MYANMAR-ATS 100/3-GEN/ OCT 2019/04,Services,2NF,
Flight Plans,*NAVIGATION FEES-NETHERLANDS,Services,2NF,
Flight Plans,*NAVIGATION FEES-NETHERLANDS,Services,2NF,
Flight Plans,*NAVIGATION FEES-NEW ZEALAND,Services,7NF,
Flight Plans,*NAVIGATION FEES-NIGERIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-NON IMMIGRANT FEE,Services,2NF,
Flight Plans,*NAVIGATION FEES-NTHERLANDS,Services,2NF,
Flight Plans,*NAVIGATION FEES-OAMN,Services,2NF,
Flight Plans,*NAVIGATION FEES-OCEANIC ROUT,Services,2NF,
Flight Plans,*NAVIGATION FEES-PAKISTAN,Services,2NF,
Flight Plans,*NAVIGATION FEES-PAPUA NEW GUINEA,Services,2NF,
Flight Plans,*NAVIGATION FEES-PARAGUAY,Services,2NF,
Flight Plans,*NAVIGATION FEES-POLAND,Services,2NF,
Flight Plans,*NAVIGATION FEES-REPUBLIC OF KOREA,Services,2NF,
Flight Plans,*NAVIGATION FEES-RMI PORTS AUTHORITY / RUNWAY LIGHTS & NAV AIDS FEE,Services,2NF,
Flight Plans,*NAVIGATION FEES-RMI PORTS AUTHORITY / RUNWAY LIGHTS & NAV AIDS FEE / SPLIT AMOUNT,Services,2NF,
Flight Plans,*NAVIGATION FEES-RMI PORTS AUTHORITY / RUNWAY LIGHTS & NAV FEES / SPLIT BILLING LINE,Services,2NF,
Flight Plans,*NAVIGATION FEES-RMI PORTS AUTHORITY / RUNWAY LIGHTS & NAVIGATINONAL AIDS,Services,2NF,
Flight Plans,*NAVIGATION FEES-RUSSIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-RUSSIAN FEDERATION,Services,2NF,
Flight Plans,*NAVIGATION FEES-SAUDI ARABIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-SAUDI ARABIA _ ARRIVAL,Services,2NF,
Flight Plans,*NAVIGATION FEES-SAUDI ARABIA _ DEPARTURE,Services,2NF,
Flight Plans,*NAVIGATION FEES-SAUDI ARABIA-ARRIVAL,Services,7NF,
Flight Plans,*NAVIGATION FEES-SEYCHELLES,Services,2NF,
Flight Plans,*NAVIGATION FEES-SEYCHELLES,Services,2NF,
Flight Plans,*NAVIGATION FEES-SHORT NOTICE-CUBA,Services,2NFCUSN,
Flight Plans,*NAVIGATION FEES-SINGAPORE,Services,2NF,
Flight Plans,*NAVIGATION FEES-SOUTH AFRICA,Services,2NF,
Flight Plans,*NAVIGATION FEES-SOUTH AFRICA,Services,2NF,
Flight Plans,*NAVIGATION FEES-SPAIN,Services,2NF,
Flight Plans,*NAVIGATION FEES-SRI LANKA,Services,2NF,
Flight Plans,*NAVIGATION FEES-TAIWAN,Services,2NF,
Flight Plans,*NAVIGATION FEES-TAIWAN PROVINCE OF CHINA,Services,2NF,
Flight Plans,*NAVIGATION FEES-TAJIKISTAN,Services,2NF,
Flight Plans,*NAVIGATION FEES-TANZANIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-TERMINAL,Services,2NF,
Flight Plans,*NAVIGATION FEES-TUNISIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-TURKMENISTAN,Services,2NF,
Flight Plans,*NAVIGATION FEES-UAE,Services,2NF,
Flight Plans,*NAVIGATION FEES-UKRAINE,Services,2NF,
Flight Plans,*NAVIGATION FEES-UNITED REPUBLIC OF TANZANIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-UNITED STATES,Services,2NF,
Flight Plans,*NAVIGATION FEES-USA,Services,2NF,
Flight Plans,*NAVIGATION FEES-UZBEKISTAN,Services,2NF,
Flight Plans,*NAVIGATION FEES-UZBEKISTAN,Services,2NF,
Flight Plans,*NAVIGATION FEES-VIETNAM,Services,2NF,
Flight Plans,*NAVIGATION FEES-VSAT,Services,2NF,
Flight Plans,*NAVIGATION FEES-VSAT - SOUTH AFRICA,Services,2NF,
Flight Plans,*NAVIGATION FEES-VSAT -SOUTH AFRICA,Services,2NF,
Flight Plans,*NAVIGATION FEES-ZIMABABWE,Services,2NF,
Flight Plans,*NAVIGATION FEES-ZIMBABWE,Services,2NF,
Flight Plans,*NAVIGATIONAL TRIP KIT-ELECTRONIC CHART,Services,7OT,
Flight Plans,*NAVIGATIONAL TRIP KIT-JEPP CHART,Services,7OT,
Flight Plans,*SLOT COORDINATION-& REVISION,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-(ARR + DEP),Services,2SLCO,
Flight Plans,*SLOT COORDINATION-/CIQ,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-APPLICATION,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-APPLICATION,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-APPLICATION & REVISION,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-APPLICATION CHARGE,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-ARRANGEMENT/MODIFICATION,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-ARRIVAL,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-ARRIVAL / DEPARTURE,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-ARRIVAL AND DEPARTURE & REVISION CHARGE,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-ARRIVAL RUNWAY SLOT,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-ARRIVAL RUNWAY SLOT - CANCELED,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-ARRIVAL RUNWAY SLOT - CHANGE,Services,2SLCO,
Flight Plans,"*SLOT COORDINATION-ARRIVAL, DEPARTURE & REVISION FEES",Services,2SLCO,
Flight Plans,*SLOT COORDINATION-ARRIVAL/REVISIONS,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-CANCELLATION,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-CANCELLATION FEE,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-CANCELLED,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-CIQ ARRANGEMENT,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-CIQ ARRANGEMENT,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-DEPARTURE (CANCELLED),Services,2SLCO,
Flight Plans,*SLOT COORDINATION-DEPARTURE RUNWAY SLOT,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-DEPARTURE RUNWAY SLOT - CANCELLED,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-DEPARTURE RUNWAY SLOT - CHANGE,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-DEPARTURE RUNWAY SLOT - CHANGE - CANCELLED,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-DEPARTURE/REVISION,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-FEE ARRIVAL/DEPARTURE,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-GERMANY,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-IN/OUT,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-INCL REVISION,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-JETSCAPE SERVICES / SPECIAL EVENT / SUPERBOWL,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-PPR,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-PPR ARRIVAL/DEPARTURE,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-PPR ARRIVAL/DEPARTURE CHANGE,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-PPR CANCELLED,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-REVISION,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-REVISION,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-REVISION - RUNWAY - ARRIVAL/DEPARTURE,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-REVISION-RUNAWAY-ARRIVAL/DEPARTURE,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-REVISIONS,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-RUNAWAY-ARRIVAL/DEPARTURE,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-RUNWAY - ARRIVAL/DEPARTURE,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-SLOT CHANGE FEE,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-SLOT FEE (ARR + DEP),Services,2SLCO,
Flight Plans,*SLOT COORDINATION-SLOT FEE ARRIVAL/DPEARTURE,Services,2SLCO,
Flight Plans,*WEATHER SERVICES-OPERATIONAL< WEATHER SERVICES & FLIGHT PLAN FILING,Services,2WX,
Flight Plans,AIRPORT SLOTS,Services,6AS,
Flight Plans,AIRPORT SLOTS-ARRIVAL,Services,6AS,
Flight Plans,AIRPORT SLOTS-ARRIVAL-REVISION,Services,6AS,
Flight Plans,AIRPORT SLOTS-DEPARTURE,Services,6AS,
Flight Plans,AIRPORT SLOTS-DEPARTURE - REVISION,Services,6AS,
Flight Plans,AIRPORT SLOTS-DEPARTURE-REVISION,Services,6AS,
Flight Plans,AIRPORT SLOTS-REVISION #2,Services,6AS,
Flight Plans,AIRPORT SLOTS-RJGG,Services,6AS,
Flight Plans,AIRPORT SLOTS-RPLL,Services,6AS,
Flight Plans,ANNUAL FLIGHT PLAN-JAN 2020 TO JUN 2020,Services,1AFLP,
Flight Plans,ANNUAL FLIGHT PLAN-JAN2020 TO JUN 2020,Services,1AFLP,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#235435,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#235902,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#235912,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#236248,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#296710,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#298234,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#299538,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#299548,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#301176,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#302117,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#303365,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#303677,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#304157,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#305327,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#305381,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#306082,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#307875,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#307888,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#308296,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#308400,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#309546,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#309979,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#311830,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#312696,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#313879,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#315313,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#315404-,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#316745,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#317241,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#317508,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#318016,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#318775,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#319048,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#319058,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#319088,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#319122,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#319267,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#319480,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#320291,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#320294,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#320315,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#322518,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#323433,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#323624,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#323673,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#323676,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#323698,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#323701,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#323827,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#323839,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#323860,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#324172,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#324173,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#324306,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#324740,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#324824,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#325244,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#325721,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#325936,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#325937,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#325938,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#326023,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#326038,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#326041,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#326057,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#326406,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#326441,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#326445,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#326891,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#327210,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#327238,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#327258,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#327264,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#327769,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#328165,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#328743,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#328744,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#329582,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#329632,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#329638,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#330242,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#330555,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#330722,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#330725,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#331164,Services,1ES,
Flight Plans,EUROCONTROL AIRWAY SLOT COORDINATION-RC#331359,Services,1ES,
